die Hausfrau, -en/der Hausmann	Die Hausfrau/der Hausmann wäscht, kocht und kauft ein.	The housewife/househusband washes, cooks, and shops.
die Heimat	Ich komme aus der Schweiz. Das ist meine Heimat.	I come from Switzerland. That is my homeland.
heiraten	Meine Schwester heiratet einen Japaner.	My sister is marrying a Japanese person.
heißen(1)	Ich heiße Charlotte Meier.	My name is Charlotte Meier.
heißen(2)	Wie heißt das auf Deutsch?	What is that called in German?
helfen	Können Sie mir helfen, bitte?	Can you help me, please?
hell	Im Sommer ist es bis 21 Uhr hell.	It is light until 9 PM in summer.
der Herd	In der neuen Küche fehlt noch der Herd.	The stove is still missing in the new kitchen.
der Herr, -en	Guten Tag, Herr Sommer!	Good day, Mr. Sommer!
herzlich	Herzlichen Glückwunsch!	Best wishes!
heute	Heute ist ein schöner Tag.	Today is a beautiful day.
hier(1)	Hier ist 06131-553221, Pamela Linke.	Here is 06131-553221, Pamela Linke.
hier(2)	Hier wohne ich.	This is where I live.
die Hilfe(1)	Hilfe! Bitte helfen Sie mir!	Help! Please help me!
die Hilfe(2)	Brauchen Sie meine Hilfe?	Do you need my help?
hinten	Die Tür zum Aussteigen ist hinten.	The door to get out is at the back.
das Hobby, -s	Meine Hobbys sind Wandern und Schwimmen.	My hobbies are hiking and swimming.
hoch	Der Mount Everest ist 8.880 Meter hoch.	Mount Everest is 8,880 meters high.
die Hochzeit	Zur dieser Hochzeit kommen mehr als fünfzig Gäste.	More than fifty guests are coming to this wedding.
holen	Ich hole zwei Flaschen Wasser aus der Küche.	I will get two bottles of water from the kitchen.
hören(1)	Hör mal! Was ist das?	Listen! What is that?
hören(2)	Ich habe das Lied schon mal gehört.	I have heard that song before.
das Hotel, -s	Im Urlaub sind wir in einem Hotel am Meer.	On vacation, we are staying in a hotel by the sea.
der Hund, -e	Der Hund ist noch jung.	The dog is still young.
der Hunger	Ich habe Hunger! Wann ist das Essen fertig?	I’m hungry! When is the food ready?
ich	Ich heiße Veronika.	My name is Veronika.
ihr/ihm/ihn(1)	Gib ihr/ihm bitte das Buch.	Please give her/him the book.
ihr/ihm/ihn(2)	Ruf ihn bitte an.	Please call him.
immer	Frau Bast kommt immer zu spät.	Ms. Bast always arrives late.
in(1)	Ich wohne in Wiesbaden.	I live in Wiesbaden.
in(2)	Der Zug kommt in fünf Minuten.	The train arrives in five minutes.
in(3)	Frau Rausch arbeitet in einem Geschäft.	Ms. Rausch works in a store.
in(4)	Komm, wir gehen ins Kino.	Come, we are going to the cinema.
die Information, -en(1)	Wenn Sie Fragen haben, gehen Sie zur Information.	If you have questions, go to the information desk.
die Information, -en(2)	Wir haben hier wichtige Informationen für Sie.	We have important information for you here.
international	Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China …	Our German course is international: Silvana comes from Italy, Conchi from Spain, Yin from China …
das Internet	Das findest du im Internet.	You can find that on the internet.
ja	Sind Sie Herr Watanabe? – Ja.	Are you Mr. Watanabe? – Yes.
die Jacke, -n	Zieh dir eine Jacke an. Es ist kalt.	Put on a jacket. It’s cold.
jed-	Blumen kannst du in jedem Bahnhof kaufen.	You can buy flowers at any train station.
jetzt	Jetzt machen wir eine Pause.	Now we are taking a break.
der Job, -s	Jenny hat einen neuen Job bei der Post.	Jenny has a new job at the post office.
der Jugendliche, -n	Viele Jugendliche kaufen gern ein.	Many teenagers like to shop.
jung	Claudia ist 21. – Was? Noch so jung?	Claudia is 21. – What? Still so young?
der Junge, -n	Ich habe zwei Kinder. Einen Jungen und ein Mädchen.	I have two children. A boy and a girl.
der Kaffee	Zum Frühstück trinke ich immer Kaffee.	I always drink coffee for breakfast.
kaputt	Das Glas war teuer. Es geht sehr leicht kaputt.	The glass was expensive. It breaks very easily.
die Karte, -n(1)	Ich schreibe meinen Bekannten eine Karte aus dem Urlaub.	I write my acquaintances a card from the vacation.
die Karte, -n(2)	Wollen wir Karten spielen?	Shall we play cards?
die Karte, -n(3)	Ich möchte auch etwas essen. Bringen Sie mir die Karte, bitte.	I’d also like something to eat. Please bring me the menu.
(Kredit)-Karte, -n	Kann ich auch mit Karte (be-) zahlen?	Can I also pay by card?
die Kartoffel, -n	Für Pommes frites braucht man Kartoffeln.	You need potatoes for french fries.
die Kasse	Zahlen Sie bitte an der Kasse.	Please pay at the checkout.
kaufen	Tim kauft sich ein neues Auto.	Tim is buying a new car.
kein	Es gibt keine Eintrittskarten mehr.	There are no more tickets.
kennen	Kennen Sie diese Frau? – Nein, leider nicht.	Do you know this woman? – No, unfortunately not.
kennenlernen	Wir sind neu hier. Wir möchten Sie kennenlernen.	We are new here. We’d like to get to know you.
das Kind, -er	Wie viele Kinder haben Sie?	How many children do you have?
der Kindergarten	Die kleine Laura geht schon in den Kindergarten.	Little Laura is already going to kindergarten.
das Kino, -s	Wir sehen heute Abend im Kino einen schönen Film.	We’re going to see a nice movie at the cinema tonight.
der Kiosk	Am Kiosk bekommen Sie Getränke, Zigaretten und Zeitungen.	At the kiosk, you can get drinks, cigarettes, and newspapers.
klar	Kommst du mit? – Klar!	Are you coming along? – Sure!
die Klasse(1)	In unserer Klasse sind fünfundzwanzig Schüler.	There are twenty-five students in our class.
die Klasse(2)	Im Zug fahre ich immer 2. Klasse.	I always travel in second class on the train.
die Kleidung	Wo finde ich Kleidung? – Jacken im ersten, Jeans im zweiten Stock.	Where can I find clothing? – Jackets on the first floor, jeans on the second floor.
klein	Eltville ist eine kleine Stadt am Rhein.	Eltville is a small town on the Rhine.
kochen	Herr Georgi kann gut kochen.	Mr. Georgi can cook well.
der Koffer	Ist das Ihr Koffer?	Is that your suitcase?
der Kollege, -n	Wie heißt die neue Kollegin?	What’s the name of the new female colleague?
kommen(1)	Woher kommen Sie? – Aus Frankreich.	Where are you from? – From France.
kommen(2)	Kommst du mit ins Schwimmbad?	Are you coming to the swimming pool?
können(1)	Ich kann Deutsch und Russisch.	I can speak German and Russian.
können(2)	Können Sie mir helfen?	Can you help me?
das Konto	Das Geld überweisen wir am ersten März auf Ihr Konto.	We will transfer the money to your account on March 1st.
der Kopf	Mein Kopf tut weh!	My head hurts!
kosten	Wie viel kostet das? – 10 Euro.	How much does it cost? – 10 euros.
krank	Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett.	I can’t come to work today, I’m sick and lying in bed.
kriegen	Ich kriege 15 Euro in der Stunde für meine Arbeit.	I get 15 euros an hour for my work.
die Küche	Der neue Herd kommt in die Küche.	The new stove is going into the kitchen.
der Kuchen	Ich nehme ein Stück Kuchen.	I’ll have a piece of cake.
der Kugelschreiber	Hast du einen Kugelschreiber für mich?	Do you have a pen for me?
der Kühlschrank	Haben wir noch Milch? – Ja, im Kühlschrank.	Do we still have milk? – Yes, in the fridge.
kulturell	Ich bin kulturell interessiert. Ich gehe oft ins Museum.	I’m culturally interested. I often go to the museum.
sich kümmern	Jede Mutter kümmert sich um ihre kleinen Kinder.	Every mother takes care of her small children.
der Kunde, -n	Einen Moment, bitte. Ich habe eine Kundin.	One moment, please. I have a customer.
der Kurs, -e	Der Deutschkurs geht bis zum Sommer.	The German course goes until summer.
kurz	Ricardo hat kurzes Haar.	Ricardo has short hair.
lachen	Die Kinder lachen viel.	The children laugh a lot.
der Laden, -ä	Im Buchladen können Sie Bücher kaufen.	You can buy books in the bookstore.
das Land, -ä, er	Italien ist ein schönes Land.	Italy is a beautiful country.
lang	Die Jeans ist zu lang.	The jeans are too long.
lange	Wie lange fährt der Zug von Hamburg nach Berlin?	How long does the train from Hamburg to Berlin take?
langsam	Könnten Sie bitte etwas langsamer sprechen?	Could you please speak a little slower?
laufen	Ich möchte nicht Auto fahren, ich möchte laufen.	I don’t want to drive; I want to walk.
laut	Nicht so laut! Das Baby schläft.	Not so loud! The baby is sleeping.
leben	Sie lebt bei ihrer Schwester.	She lives with her sister.
leben	Ihre Eltern leben nicht mehr.	Her parents are no longer alive.
das Leben	Das Leben in diesem Land ist teuer.	Life in this country is expensive.
die Lebensmittel (pl.)	Lebensmittel bekommen Sie im Supermarkt.	You can get groceries at the supermarket.
ledig	Sind Sie verheiratet? – Nein. Ledig.	Are you married? – No. Single.
legen	Legen Sie das Buch auf den Tisch.	Put the book on the table.
der Lehrer, –	Unsere Deutschlehrerin heißt Frau Müller.	Our German teacher is called Mrs. Müller.
leicht(1)	Der Koffer ist leicht.	The suitcase is light.
leicht(2)	Deutsch ist nicht leicht.	German is not easy.
leider	Leider kann ich nicht kommen. Ich muss zum Arzt.	Unfortunately, I can’t come. I have to go to the doctor.
leise	Seid leise. Die anderen schlafen schon.	Be quiet. The others are already sleeping.
lernen	Wie lange lernen Sie schon Deutsch?	How long have you been learning German?
lesen	Ich lese ein Buch von García Márquez.	I’m reading a book by García Márquez.
letzt-	Morgen ist der letzte Kurstag.	Tomorrow is the last day of the course.
die Leute (pl.)	In der Disko sind viele Leute.	There are many people at the disco.
das Licht	Wo macht man hier das Licht an?	Where do you turn on the light here?
lieb-	Liebe Susanne, lieber Hans,	Dear Susanne, dear Hans,
lieben	Ich liebe dich!	I love you!
lieber	Sie fährt lieber mit der Bahn.	She prefers to travel by train.
Lieblings-	Mein Lieblingsfilm ist Schwarze Augen.	My favorite movie is Black Eyes.
das Lied, -er	Welches ist dein Lieblingslied?	What is your favorite song?
liegen(1)	Um neun Uhr liegt Judith noch im Bett.	At nine o’clock, Judith is still in bed.
liegen(2)	Frankfurt liegt am Main.	Frankfurt is situated on the River Main.
links	Gehen Sie die nächste Straße links.	Go down the next street on the left.
der Lkw, -s	Dieser Lastkraftwagen ist sehr groß.	This truck is very large.
das Lokal	In unserer Straße gibt es ein neues Lokal.	There’s a new pub in our street.
die Lösung, -en	Die Lösung ist ganz einfach.	The solution is quite simple.
lustig	Frau Mertens ist lustig. Sie lacht immer.	Mrs. Mertens is funny. She always laughs.
machen(1)	Was machst du heute Abend?	What are you doing this evening?
machen(2)	Ich muss jetzt das Essen machen.	I have to prepare the food now.
machen(3)	Das macht 5 Euro 95.	That’s 5 euros and 95 cents.
machen(4)	Das macht nichts.	It doesn’t matter.
das Mädchen, –	Familie Kurz bekommt ein Baby. – Junge oder Mädchen?	The Kurz family is having a baby. – Boy or girl?
man	Hier darf man nicht rauchen.	Smoking is not allowed here.
der Mann, -ä, er	Mein Mann arbeitet bei der Polizei.	My husband works at the police.
männlich	Kreuzen Sie bitte an: weiblich oder „männlich“.	Please check: “female” or “male.”
die Maschine, -n	Die Waschmaschine ist günstig.	The washing machine is inexpensive.
das Meer	Wir machen Urlaub am Meer.	We are vacationing by the sea.
mehr	Dieses Auto kostet 1.000 Euro mehr als das andere.	This car costs 1,000 euros more than the other one.
mein	Mein Vater ist Arzt.	My father is a doctor.
meist-	Die meisten Norddeutschen sind sehr groß.	Most North Germans are very tall.
der Mensch, -en	Die Menschen sind hier anders als bei uns.	People here are different from us.
mieten	Ich möchte ein Auto mieten.	I would like to rent a car.
die Miete	Die Miete für diese Wohnung ist 600 Euro.	The rent for this apartment is 600 euros.
die Milch	Die Milch steht im Kühlschrank.	The milk is in the refrigerator.
mit	Trinken Sie den Kaffee mit Milch?	Do you take your coffee with milk?
mitbringen	Ich gehe einkaufen. Soll ich dir was mitbringen?	I’m going shopping. Should I bring you something?
mitkommen	Ich gehe ins Kino. Kommst du mit?	I’m going to the cinema. Are you coming?
mitmachen	Warum macht ihr nicht mit?	Why don’t you join in?
mitnehmen	Nehmen wir meine Schwester ins Kino mit?	Should we take my sister to the cinema with us?
die Mitte	Der Lehrer steht in der Mitte des Klassenzimmers.	The teacher is standing in the middle of the classroom.
die Möbel (pl.)	Sind die Möbel neu?	Are the furniture new?
möchten	Was möchten Sie trinken?	What would you like to drink?
mögen	Magst du Kaffee oder Tee?	Do you like coffee or tea?
möglich	Mit dieser Fahrkarte ist die Fahrt ab 9 Uhr möglich.	With this ticket, travel is possible from 9 a.m.
der Moment(1)	Moment mal bitte!	Just a moment, please!
der Moment(2)	Einen Moment bitte.	One moment, please.
morgen	Morgen beginnt die Schule um 10 Uhr.	School starts at 10 a.m. tomorrow.
müde	Ich bin müde. Ich gehe schlafen.	I’m tired. I’m going to sleep.
der Mund	Öffnen Sie den Mund.	Open your mouth.
müssen	Ich muss jeden Tag von 8 Uhr bis 18 Uhr arbeiten.	I have to work every day from 8 a.m. to 6 p.m.
die Mutter, -ü	Frau Berghäuser ist die Mutter von Michaela.	Mrs. Berghäuser is Michaela’s mother.
nach(1)	Ich gehe jetzt nach Hause.	I’m going home now.
nach(2)	Ich fliege nach München.	I’m flying to Munich.
nach(3)	Es ist schon 5 nach 12.	It’s already 5 minutes past 12.
nächst-	Sehen wir uns nächste Woche?	Shall we see each other next week?
der Name, -n(1)	Mein Name ist Thomas Schmidt.	My name is Thomas Schmidt.
der Name, -n(2)	Mein Vorname ist Thomas; Schmidt ist der Familienname.	My first name is Thomas; Schmidt is the last name.
nehmen(1)	Heute gibt es Hähnchen. Das nehme ich.	Today there’s chicken. I’ll take that.
nehmen(2)	Ich nehme den Bus.	I’ll take the bus.
nein	Fährst du auch nach München? – Nein, ich habe keine Zeit.	Are you going to Munich too? – No, I don’t have time.
neu(1)	Ich bin der neue Kollege.	I’m the new colleague.
neu(2)	Wir haben eine neue Wohnung.	We have a new apartment.
nicht(1)	Das stimmt nicht.	That’s not true.
nicht(2)	Das ist doch schön, nicht?	That’s nice, isn’t it?
nichts(1)	Das macht nichts.	It doesn’t matter.
nichts(2)	Hier kaufe ich nichts. Der Laden gefällt mir nicht.	I’m not buying anything here. I don’t like the store.
nie	Er kommt nie pünktlich.	He never arrives on time.
noch(1)	Vielleicht kommt er noch.	Maybe he’ll come after all.
noch(2)	Wir warten noch fünf Minuten.	We’ll wait another five minutes.
noch(3)	Ich habe noch 20 Euro.	I still have 20 euros.
normal	75 kg. Sein Gewicht ist normal. 75 kg.	His weight is normal.
die Nummer, -n(1)	Sie haben Zimmer Nummer zwölf.	You have room number twelve.
die Nummer, -n(2)	Welche Hausnummer haben Sie?	What is your house number?
die Nummer, -n(3)	Können Sie mir Ihre Nummer geben?	Can you give me your number?
nur	Ich möchte nur ein Glas Wasser.	I’d like only a glass of water.
oben	Ich wohne oben.	I live upstairs.
das Obst	Im Sommer ist das Obst billig.	In summer, the fruit is cheap.
oder	Wann können Sie kommen – heute oder morgen?	When can you come – today or tomorrow?
öffnen	Ich öffne die Tür.	I’m opening the door.
geöffnet	Der Laden ist samstags bis 16.00 Uhr geöffnet.	The store is open until 4 p.m. on Saturdays.
oft	Petra treffe ich oft.	I often meet Petra.
ohne(1)	Ohne Geld kann er nichts kaufen.	Without money, he can’t buy anything.
ohne(2)	Den Salat machen wir ohne Öl.	We make the salad without oil.
die Oma, -s	Meine Oma ist schon tot.	My grandma is already dead.
der Opa, -s	Mein Opa heißt Hans.	My grandpa’s name is Hans.
die Ordnung	Das ist in Ordnung.	That’s all right.
der Ort, -e	Der Ort liegt am Meer.	The place is by the sea.
das Papier	Hier sind Papier und Bleistift.	Here are paper and pencil.
die Papiere (pl.)	Haben Sie Ihre Papiere dabei?	Do you have your papers with you?
der Partner, -/ die Partnerin, -nen	Sie ist meine Partnerin.	She is my partner.
die Party	Heute Abend machen wir eine Party.	We’re having a party tonight.
der Pass, -ä, e	Im Hotel brauchst du deinen Pass.	You need your passport at the hotel.
die Pause, -n	Von 12.00 bis 12.30 Uhr haben wir Mittagspause.	We have a lunch break from 12:00 to 12:30.
der Plan, -ä, e	Ich kaufe mir einen Stadtplan.	I’m buying a city map.
der Platz, -ä, e(1)	Tut mir leid, der Platz ist besetzt.	Sorry, the seat is taken.
der Platz, -ä, e(2)	Bitte nehmen Sie Platz!	Please take a seat!
der Platz, -ä, e(3)	Ich wohne Messeplatz 5.	I live at Messeplatz 5.
die Polizei	Holen Sie die Polizei!	Call the police!
die Pommes frites (pl.)	Die Kinder essen Hähnchen mit Pommes frites.	The children are eating chicken with fries.
die Post(1)	Wo ist die Post, bitte?	Where is the post office, please?
die Post(2)	Ist Post da?	Is there any mail?
die Postleitzahl	Wie ist Ihre Postleitzahl?	What is your postal code?
das Praktikum	Ich mache ein Praktikum bei Siemens.	I’m doing an internship at Siemens.
die Praxis	Die Praxis ist ab acht Uhr geöffnet.	The practice is open from 8 a.m.
der Preis, -e	Die Preise sind hoch.	The prices are high.
das Problem, -e	Mein Problem ist die Sprache.	My problem is the language.
der Prospekt, -e	Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.	Please send me a brochure of your hotel.
die Prüfung	Die Prüfung ist am Montag um 8.00 Uhr.	The exam is on Monday at 8 a.m.
pünktlich(1)	Der Bus fährt pünktlich um acht Uhr.	The bus leaves on time at 8 a.m.
pünktlich(2)	Herr Müller ist immer pünktlich.	Mr. Müller is always on time.
Rad fahren	Das Kind kann schon Rad fahren.	The child can already ride a bike.
rauchen	Ich rauche nicht.	I don’t smoke.
der Raum, -ä, e	Der Unterricht ist in Raum 332.	The class is in room 332.
die Rechnung, -en	Die Rechnung, bitte.	The bill, please.
rechts	Die Schillerstraße ist hier rechts.	Schiller Street is on the right here.
regnen	Heute regnet es.	It’s raining today.
der Regen	Bei diesem Regen gehe ich nicht raus.	I’m not going out in this rain.
der Reis	Ich esse gern Reis.	I like eating rice.
reisen	Ich reise gern.	I like traveling.
die Reise	Wir machen eine Reise nach Österreich.	We’re taking a trip to Austria.
das Reisebüro, -s	Mein Mann arbeitet im Reisebüro.	My husband works at a travel agency.
der Reiseführer(1)	Ich kaufe mir einen Reiseführer von Berlin.	I’m buying a guidebook about Berlin.
der Reiseführer(2)	Unser Reiseführer heißt Peter.	Our tour guide’s name is Peter.
reparieren	Er hat das Fahrrad repariert.	He repaired the bike.
die Reparatur	Die Reparatur ist sehr teuer.	The repair is very expensive.
das Restaurant, -s	Wir essen heute in einem Restaurant.	We’re eating at a restaurant today.
die Rezeption	Fragen Sie bitte im Hotel an der Rezeption.	Please ask at the reception desk at the hotel.
richtig(1)	Habe ich das richtig verstanden?	Did I understand that correctly?
richtig(2)	Das ist richtig.	That is correct.
riechen	Dieser Wein riecht gut.	This wine smells good.
ruhig	Ich möchte ein ruhiges Zimmer.	I’d like a quiet room.
der Saft	Möchtest du einen Apfelsaft?	Would you like an apple juice?
sagen	Sag mal, wie geht es dir denn?	Tell me, how are you doing?
der Salat	Wie schmeckt dir der Salat?	How do you like the salad?
das Salz	Herr Ober, kann ich bitte Salz haben?	Waiter, may I have some salt, please?
der Satz, -ä, e	Dieser Satz ist sehr einfach.	This sentence is very simple.
die S-Bahn	Ich nehme lieber die S-Bahn.	I’d prefer to take the S-Bahn.
der Schalter	Gehen Sie bitte zum Schalter drei!	Please go to counter three!
scheinen	Die Sonne scheint.	The sun is shining.
schicken	Bitte schicken Sie mir eine E-Mail.	Please send me an email.
das Schild, -er	Haben Sie nicht das Schild gesehen?	Didn’t you see the sign?
der Schinken, –	Ich möchte gern ein Schinkenbrot.	I’d like a ham sandwich.
schlafen	Ich schlafe meistens acht Stunden.	I usually sleep for eight hours.
schlecht(1)	Mir ist schlecht!	I feel sick!
schlecht(2)	Sie sehen schlecht aus.	You look unwell.
schlecht(3)	Wir haben schlechtes Wetter.	We have bad weather.
schließen	Bitte, schließen Sie die Tür.	Please close the door.
geschlossen	Die Bank hat am Samstag geschlossen.	The bank is closed on Saturday.
der Schluss(1)	Ich muss jetzt Schluss machen.	I have to finish now.
der Schluss(2)	Zum Schluss gibt er uns allen die Hand.	At the end, he shakes hands with all of us.
der Schlüssel, –	Ich gebe Ihnen noch den Zimmerschlüssel.	I’ll give you the room key.
schmecken	Schmeckt das gut?	Does it taste good?
schnell	Er fährt schnell.	He drives fast.
schon(1)	Ist das Essen schon fertig?	Is the food ready yet?
schon(2)	Das ist sehr schön.	That’s very nice.
schön(1)	Schönen Urlaub!	Have a nice vacation!
schön(2)	Das ist sehr schön.	That’s very nice.
der Schrank, -ä, e	Die Gläser stehen im Schrank.	The glasses are in the cupboard.
schreiben	Er schreibt jeden Tag fünfzig E-Mails.	He writes fifty emails every day.
der Schuh, -e	Zieh die Schuhe aus!	Take off your shoes!
die Schule(1)	Meine Tochter geht schon in die Schule.	My daughter is already in school.
die Schule(2)	Die Schule ist gleich hier um die Ecke.	The school is just around the corner.
der Schüler, –	In meinem Kurs sind acht Schülerinnen und fünf Schüler.	In my class, there are eight female students and five male students.
schwer(1)	Ist Ihr Gepäck sehr schwer?	Is your luggage very heavy?
schwer(2)	Das ist eine schwere Arbeit.	That’s a difficult job.
die Schwester, -n	Meine Schwester kommt am Dienstag.	My sister is coming on Tuesday.
schwimmen	Ich schwimme jeden Tag einen Kilometer.	I swim a kilometer every day.
das Schwimmbad	Kommst du mit ins Schwimmbad?	Are you coming to the swimming pool?
der See	Komm, wir fahren zum Starnberger See.	Let’s go to Lake Starnberg.
sehen(1)	Ich kann dich nicht sehen.	I can’t see you.
sehen(2)	Ich habe diesen Jungen schon einmal gesehen.	I’ve seen this boy before.
die Sehenswürdigkeit, -en	Welche Sehenswürdigkeiten gibt es in Frankfurt?	What sights are there to see in Frankfurt?
sehr(1)	Danke sehr!	Thank you very much!
sehr(2)	Das ist sehr schwer.	That’s very difficult.
sein(1)	Herr Müller ist in seinem Zimmer.	Mr. Müller is in his room.
sein(2)	Mir ist kalt.	I am cold.
sein(3)	Ich bin dreiundzwanzig.	I am twenty-three.
an sein	Das Licht ist noch an.	The light is still on.
auf sein	Das Fenster ist noch auf.	The window is still open.
weg sein	Herr Meier ist schon weg.	Mr. Meier is already gone.
zu sein	Die Tür ist zu.	The door is closed.
seit	Ich wohne seit drei Jahren in Köln.	I have been living in Cologne for three years.
selbstständig	Er ist selbstständig.	He is self-employed.
sich	Sie müssen sich erst anmelden.	You must first register.
sie(1)	Wie heißt sie?	What’s her name?
Sie(2)	Wie heißen Sie, bitte?	What’s your name, please?
sitzen	Wo sitzen Sie?	Where are you sitting?
so(1)	Sie müssen das so machen!	You have to do it like this!
so(2)	Fahren Sie bitte nicht so schnell!	Please don’t drive so fast!
so(3)	Meine Frau ist so groß wie ich.	My wife is as tall as I am.
so(4)	So, das war‘s/wär‘s!	So, that’s it!
das Sofa	Das Sofa ist neu.	The sofa is new.
sofort	Bitte antworten Sie sofort.	Please answer immediately.
der Sohn, -ö, e	Das ist Hans, mein Sohn.	This is Hans, my son.
sollen(1)	Soll ich kommen?	Should I come?
sollen(2)	Was soll ich mitbringen?	What should I bring?
die Sonne	Die Sonne scheint.	The sun is shining.
spät	Es ist schon spät, ich muss gehen.	It’s already late, I have to go.
später	Das können wir später machen.	We can do that later.
die Speisekarte	Bringen Sie mir die Speisekarte, bitte.	Please bring me the menu.
spielen(1)	Die Kinder spielen draußen.	The children are playing outside.
spielen(2)	Spielen Sie Karten?	Do you play cards?
der Sport	Ich mache viel Sport.	I do a lot of sports.
die Sprache, -n	Welche Sprachen sprichst du?	What languages do you speak?
sprechen	Kann ich (mit) Herrn Klein sprechen?	May I speak with Mr. Klein?
die Stadt, -ä, e	Heidelberg ist eine alte Stadt.	Heidelberg is an old city.
stehen(1)	Ich glaube es nicht, aber es steht in der Zeitung.	I don’t believe it, but it’s written in the newspaper.
stehen(2)	Der Bus steht schon an der Haltestelle.	The bus is already at the stop.
die Stelle, -n	Ich habe eine neue Stelle.	I have a new job.
stellen	Stell die Tasche rechts in die Ecke!	Put the bag in the corner on the right!
der Stock	Unsere Wohnung liegt im ersten Stock.	Our apartment is on the first floor.
die Straße, -n	In welcher Straße wohnen Sie?	Which street do you live on?
die Straßenbahn	Wo fährt die Straßenbahn ab?	Where does the tram depart from?
studieren	Ich studiere in Mainz.	I study in Mainz.
das Studium	Das Studium beginnt im Oktober.	The studies begin in October.
der Student, -en	Ich bin Studentin.	I’m a student (female).
die Stunde, -n	Ich bin in einer Stunde zurück.	I’ll be back in an hour.
suchen	Suchst du etwas?	Are you looking for something?
tanzen	Tanzen Sie gern?	Do you like dancing?
die Tasche, -n	Ich habe die Schlüssel in der Tasche.	I have the keys in the bag.
das Taxi, -s	Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.	There’s no more bus today. He’s taking a taxi.
der Tee	Ich trinke morgens immer Tee.	I always drink tea in the morning.
der Teil, -e	Lies bitte auch den zweiten Teil.	Please also read the second part.
telefonieren	Darf ich mal telefonieren?	May I make a phone call?
das Telefon	Haben Sie Telefon?	Do you have a phone?
der Termin, -e	Am besten machen wir sofort einen Termin.	It’s best if we schedule an appointment right away.
der Test	Der Test war einfach.	The test was easy.
teuer	Das ist mir zu teuer.	That’s too expensive for me.
der Text, -e	Lesen Sie bitte diesen Text.	Please read this text.
das Thema	Wir sprechen heute über das Thema „Essen und Trinken“.	Today, we’re talking about the topic of food and drink.
das Ticket, -s	Wie viel kostet das Ticket?	How much does the ticket cost?
der Tisch, -e	Die Fotos liegen auf dem Tisch.	The photos are on the table.
die Tochter, -ö	Das ist meine Tochter Katharina.	This is my daughter Katharina.
die Toilette, -en	Wo ist die Toilette, bitte?	Where is the restroom, please?
die Tomate, -n	Die Tomate ist noch grün.	The tomato is still green.
tot	Sein Vater ist schon lange tot.	His father has been dead for a long time.
(sich) treffen(1)	Ich treffe in der Stadt einen Kollegen.	I’m meeting a colleague in the city.
(sich) treffen(2)	Wir treffen uns immer freitags.	We always meet on Fridays.
die Treppe, -n	Die Toilette? Die Treppe hoch und dann links.	The restroom? Up the stairs and then to the left.
trinken	Möchtest du etwas trinken?	Would you like something to drink?
tschüss	Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“.	Young people mostly say bye and not goodbye.
tun(1)	Ich habe noch etwas zu tun.	I still have something to do.
tun(2)	Was tut Ihr Mann?	What does your husband do?
über(1)	Gehen Sie hier über die Straße.	Cross the street here.
über(2)	Er wohnt im zweiten Stock über Familie Meier.	He lives on the second floor above the Meier family.
über(3)	Sind Sie über 18?	Are you over 18?
übernachten	Du kannst bei mir übernachten.	You can stay the night at my place.
überweisen	Sie können das Geld auch überweisen.	You can also transfer the money.
die Uhr	Es ist vier Uhr.	It’s four o'clock.
um(1)	Er kommt um sieben Uhr.	He’s coming at seven o'clock.
um(2)	Da kommt er gerade um die Ecke.	There he is, just around the corner.
umziehen	Nächsten Monat ziehen wir um.	We are moving next month.
und	Peter und Helmut sind meine Söhne.	Peter and Helmut are my sons.
unser-	Das ist unsere Lehrerin.	This is our teacher.
unten	Er wohnt ganz unten im Haus.	He lives at the very bottom of the house.
unter	Unter uns wohnt eine Familie mit drei Kindern.	A family with three children lives below us.
der Unterricht	Wir haben Unterricht von 8.00 bis 12.00 Uhr.	We have class from 8:00 to 12:00.
unterschreiben	Wo muss ich unterschreiben?	Where do I have to sign?
die Unterschrift	Hier fehlt noch Ihre Unterschrift.	Your signature is still missing here.
der Urlaub	Ich nehme im September Urlaub.	I’m taking a vacation in September.
der Vater, -ä	Mein Vater ist Arbeiter.	My father is a worker.
verboten	Hier ist Rauchen verboten.	Smoking is forbidden here.
verdienen	Ich verdiene 1.500 Euro im Monat.	I earn 1,500 euros a month.
der Verein	Es gibt einen neuen Sportverein in der Stadt.	There’s a new sports club in the city.
verheiratet	Ich bin verheiratet und habe drei Kinder.	I am married and have three children.
verkaufen	Er verkauft sein altes Auto.	He’s selling his old car.
der Verkäufer, –	Meine Mutter ist Verkäuferin im Kaufhaus.	My mother is a saleswoman in the department store.
vermieten	Die Wohnung ist schon vermietet.	The apartment has already been rented out.
der Vermieter	Unser Vermieter heißt Huber. Er wohnt auch hier.	Our landlord’s name is Huber. He lives here too.
verstehen	Können Sie mich verstehen?	Can you understand me?
der Verwandte, -n	Peter besucht seine Verwandten in Polen.	Peter is visiting his relatives in Poland.
viel	Hier regnet es viel.	It rains a lot here.
vielleicht	Ich komme vielleicht mit dem Bus.	Maybe I’ll take the bus.
