german word	german sentence	english translation
die Kursleiterin, -nen(1)	Die Kursleiterin ist mit unserer Kursgruppe manchmal in den Computerraum gegangen.	The course instructor sometimes took our group to the computer lab.
die Kurve, -n(1)	Fahr bitte nicht so schnell in die Kurven.	Please don’t drive so fast around the curves.
die Kurve, -n(2)	Achtung. Das Stauende ist gleich hinter einer Kurve.	Attention. The end of the traffic jam is just behind a curve.
kurz(1)	Ricardo hat kurze Haare.	Ricardo has short hair.
kurz(2)	Kann ich Sie kurz sprechen?	Can I speak to you briefly?
kurz(3)	Kurz vor 8 Uhr hat das Telefon geklingelt.	Just before 8 o'clock, the phone rang.
kurz(4)	Mein Mann ist kurz nach mir gekommen.	My husband arrived shortly after me.
kurz(5)	Ich bin vor Kurzem nach München gezogen.	I moved to Munich recently.
kurz(6)	Ich wohne seit Kurzem in München.	I have been living in Munich for a short time.
kurz(7)	Ich habe das Kleid kürzer machen lassen.	I had the dress shortened.
kürzlich(1)	Wir haben doch kürzlich darüber gesprochen, dass wir am Wochenende wegfahren wollen.	We talked recently about wanting to go away for the weekend.

