german word	german sentence	english translation
brennen(1)	In diesem Haus hat es letztes Jahr gebrannt.	There was a fire in this house last year.
brennen(2)	Die Kerze brennt noch. Mach sie bitte aus.	The candle is still burning. Please put it out.
brennen(3)	In deinem Zimmer hat die ganze Nacht das Licht gebrannt.	The light in your room has been on all night.
das Brötchen(1)	Ich hole schnell ein paar Brötchen zum Frühstück.	I’ll quickly get a few rolls for breakfast.
das Brötli(1)	Ich hole schnell ein paar Brötli zum Frühstück.	I’ll quickly get a few rolls for breakfast.
die Brücke(1)	Fahren Sie über die nächste Brücke und dann rechts.	Drive over the next bridge and then turn right.
der Bruder(1)	Mein jüngster Bruder geht noch zur Schule.	My youngest brother is still in school.
die Brust(1)	Ich habe Schmerzen in der Brust.	I have pain in my chest.
der Bub(1)	In der Schulklasse sind 15 Buben und 10 Mädchen.	In the class are 15 boys and 10 girls.
das Buch(1)	Haben Sie ein Buch über die Geschichte von Berlin?	Do you have a book about the history of Berlin?
die Buchhandlung(1)	In der Buchhandlung in der Stadt haben sie das Buch sicher.	In the bookstore in the city, they surely have the book.
buchen(1)	Ich habe für morgen einen Flug nach Rom gebucht.	I booked a flight to Rome for tomorrow.
buchstabieren(1)	Würden Sie Ihren Namen bitte buchstabieren?	Could you please spell your name?
der Buchstabe(1)	Gibt es diesen Buchstaben auch in deiner Muttersprache?	Is there this letter in your native language?
der Buchstabe(2)	Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer 3. Bitte warten Sie dort.	Your name starts with K. – Letter K is in room 3. Please wait there.
die Büchse(1)	Ich habe noch eine Büchse Bohnen.	I still have a can of beans.
das Buffet(1)	Das Buffet ist eröffnet!	The buffet is open!
die Bühne(1)	Er steht gern auf der Bühne.	He likes to be on stage.
bunt(1)	Das bunte Kleid gefällt mir gut.	I like the colorful dress.
die Burg(1)	Von der Burg hat man eine schöne Aussicht.	From the castle, there is a beautiful view.
der Bürger(1)	EU-Bürgerinnen und Bürger können überall in Europa arbeiten.	EU citizens can work anywhere in Europe.
die Bürgerin(1)	EU-Bürgerinnen und Bürger können überall in Europa arbeiten.	EU citizens can work anywhere in Europe.
das Büro(1)	Unser Büro bleibt samstags geschlossen.	Our office is closed on Saturdays.
das Büro(2)	Ich möchte in einem Büro arbeiten.	I would like to work in an office.
die Bürste(1)	Hast du eine Bürste? Meine Schuhe sind so schmutzig.	Do you have a brush? My shoes are so dirty.
die Bürste(2)	Ich brauche eine Bürste für meine Haare.	I need a brush for my hair.
die Zahnbürste(1)	Ich brauche eine neue Zahnbürste.	I need a new toothbrush.
der Bus(1)	Ich fahre meistens mit dem Bus zur Arbeit.	I usually take the bus to work.
die Butter(1)	Ich möchte nur Butter aufs Brot.	I only want butter on the bread.
